accuracy,loss,val_accuracy,val_loss
0.4119265675544739,1.5126866102218628,0.4930342733860016,1.325917363166809
0.4885924160480499,1.3462194204330444,0.5208972096443176,1.2421133518218994
0.523320198059082,1.2668408155441284,0.5557258129119873,1.1550155878067017
0.5418509840965271,1.2148590087890625,0.5355252027511597,1.2292308807373047
0.5557490587234497,1.1839653253555298,0.5863750576972961,1.1104626655578613
0.5726775527000427,1.1399476528167725,0.5915296673774719,1.0885719060897827
0.5872026085853577,1.1059991121292114,0.5879074931144714,1.0927687883377075
0.599777102470398,1.0789670944213867,0.6191139817237854,1.018615961074829
0.6026681661605835,1.0659422874450684,0.6113123297691345,1.032175898551941
0.6074749827384949,1.0477440357208252,0.5789913535118103,1.143718957901001
0.6198753118515015,1.0327051877975464,0.6049038767814636,1.0665674209594727
0.6252394914627075,1.013434886932373,0.6341599225997925,0.9848311543464661
0.6296631693840027,0.9975087642669678,0.6181387305259705,1.0321314334869385
0.6370824575424194,0.9806034564971924,0.6026748418807983,1.0940154790878296
0.6424814462661743,0.9638746380805969,0.6216216087341309,1.01714289188385
0.6453725099563599,0.9561840295791626,0.6423795223236084,0.9628427624702454
0.6502838730812073,0.9422895908355713,0.6269155740737915,1.011167287826538
0.6564491987228394,0.9284417033195496,0.638478696346283,0.982683002948761
0.6610819101333618,0.9151187539100647,0.6391752362251282,0.9874330759048462
0.6669337153434753,0.9061881303787231,0.6394538879394531,0.9785699844360352
0.6674910187721252,0.8974587917327881,0.6433547139167786,0.9978823661804199
0.6685360074043274,0.8947318196296692,0.6412649750709534,0.9833390712738037
0.6750844717025757,0.8804033994674683,0.65338534116745,0.9607356190681458
0.6799609661102295,0.868678092956543,0.6528280973434448,0.9603655934333801
0.6822599172592163,0.8612679839134216,0.6426581144332886,0.9926127195358276
0.6869622468948364,0.8498142957687378,0.6560323238372803,0.9676274061203003
0.6880421042442322,0.8478736281394958,0.6518529057502747,0.9657646417617798
0.6911421418190002,0.8384255170822144,0.6432153582572937,1.007096529006958
0.6965411305427551,0.8275505304336548,0.6483700275421143,1.0036218166351318
0.7009299993515015,0.8190498352050781,0.6486486196517944,1.0053032636642456
0.6998850703239441,0.8140661716461182,0.6586793065071106,0.9404699802398682
0.7061896920204163,0.8019302487373352,0.6571468114852905,0.9599809646606445
0.7063290476799011,0.8023703098297119,0.6448871493339539,0.995779812335968
0.7133651375770569,0.7879011034965515,0.6494845151901245,0.9685912728309631
0.7104043960571289,0.7906697392463684,0.65422123670578,0.9888749122619629
0.7190776467323303,0.7687417268753052,0.6543605327606201,0.9982680678367615
0.7147235870361328,0.7830088138580322,0.6600724458694458,0.9499367475509644
0.7198787927627563,0.7650771141052246,0.6554750800132751,0.9830372333526611
0.7253474593162537,0.7524486780166626,0.65422123670578,0.982489287853241
0.7257305979728699,0.7487397789955139,0.6645305156707764,0.9500107169151306
0.7289003729820251,0.7467848062515259,0.6632766723632812,0.9616276025772095
0.7287262082099915,0.7399104237556458,0.6572861671447754,0.9803228378295898
0.7294924855232239,0.7349910736083984,0.6655057072639465,0.9816147089004517
0.7360758185386658,0.7268704175949097,0.6524101495742798,0.9936333894729614
0.7378174066543579,0.7213236689567566,0.661047637462616,0.9686999320983887
0.7382702231407166,0.7178605794906616,0.6652270555496216,0.9663606286048889
0.7403601408004761,0.7118213772773743,0.6692671775817871,0.9710385799407959
0.7445400357246399,0.7047412991523743,0.6264976263046265,1.1112861633300781
0.7441220283508301,0.7021956443786621,0.6586793065071106,1.0140141248703003
0.7484760880470276,0.6871106624603271,0.6709389686584473,0.9737324118614197
0.751924455165863,0.6859074831008911,0.6604903936386108,1.0056302547454834
0.7553380727767944,0.6746343970298767,0.6685706377029419,0.9984663128852844
0.7523773312568665,0.6769343018531799,0.6692671775817871,0.9971125721931458
0.7547459006309509,0.6759183406829834,0.6671774983406067,0.9666586518287659
0.7613640427589417,0.6589528918266296,0.6662023067474365,0.9926491379737854
0.760911226272583,0.6559047102928162,0.6568682193756104,1.0265048742294312
0.7639067769050598,0.6524253487586975,0.6639732718467712,1.0016053915023804
0.7610157132148743,0.6542755961418152,0.6660629510879517,0.99863201379776
0.762408971786499,0.6480468511581421,0.6631373763084412,0.9830119013786316
0.7704204320907593,0.6316698789596558,0.6701030731201172,1.0117720365524292
0.7702810764312744,0.6406664252281189,0.6595152020454407,1.0350403785705566
0.7720924019813538,0.6291079521179199,0.6684313416481018,1.0036710500717163
0.7700721025466919,0.6289602518081665,0.6564502716064453,1.0411614179611206
0.775157630443573,0.6215455532073975,0.6678740382194519,1.000498652458191
0.7768295407295227,0.6117161512374878,0.6645305156707764,1.0244075059890747
0.7756801247596741,0.6165977716445923,0.6678740382194519,1.029603362083435
0.7788150310516357,0.6128589510917664,0.6666202545166016,1.030534267425537
0.7869657874107361,0.5999901294708252,0.6740038990974426,1.0068408250808716
0.7828207015991211,0.6013287901878357,0.6709389686584473,1.0273361206054688
0.7858511209487915,0.5873953700065613,0.676372230052948,1.0262759923934937
